ID,Date,Location,Latitude,Longtitude,Magnitude,Depth,Record date
280,11/16/2009 8:14,YATAGAN (MUGLA),37.2512,28.1753,2.7,9.4,01:56.7
281,11/17/2009 9:16,YATAGAN (MUGLA),37.2203,28.1243,2.5,7.7,01:56.7
282,11/17/2009 12:14,YATAGAN (MUGLA),37.3127,28.0822,2.8,8.1,01:56.7
283,11/19/2009 12:07,YATAGAN (MUGLA),37.208,28.093,2.5,11.9,01:56.7
284,11/20/2009 11:41,YATAGAN (MUGLA),37.2673,28.167,2.5,6.7,01:56.7
285,11/21/2009 10:29,YATAGAN (MUGLA),37.2563,28.2148,2.6,7.2,01:56.7
286,11/21/2009 17:21,YATAGAN (MUGLA),37.2753,28.219,2.7,6,01:56.7
287,11/22/2009 9:22,YATAGAN (MUGLA),37.2052,28.1357,2.6,8.4,01:56.7
288,11/24/2009 9:56,YATAGAN (MUGLA),37.2312,28.1708,2.6,4.3,01:56.7
289,12/1/2009 11:49,YATAGAN (MUGLA),37.2762,28.1952,2.6,4.5,01:56.7
290,1/21/2010 11:46,YATAGAN (MUGLA),37.3153,28.1673,2.5,19.8,01:56.8
291,1/24/2010 6:52,YATAGAN (MUGLA),37.2398,28.0598,2.9,19.5,01:56.8
292,1/31/2010 22:50,YATAGAN (MUGLA),37.31,28.1667,2.8,6.7,01:56.8
293,2/24/2010 9:43,YATAGAN (MUGLA),37.2715,28.1877,2.6,5,01:56.9
294,2/27/2010 14:00,YATAGAN (MUGLA),37.354,28.2307,2.7,5.2,01:56.9
295,2/28/2010 11:53,YATAGAN (MUGLA),37.2063,28.1258,2.6,5,01:56.9
296,3/1/2010 12:11,YATAGAN (MUGLA),37.2358,28.0842,2.8,5,01:57.1
297,3/6/2010 10:22,YATAGAN (MUGLA),37.2512,28.2093,2.8,6.8,01:57.1
298,3/6/2010 11:49,YATAGAN (MUGLA),37.2097,28.1503,2.7,2.1,01:57.1
299,3/6/2010 15:07,YATAGAN (MUGLA),37.2922,28.1898,2.7,5.4,01:57.1
300,3/7/2010 11:48,YATAGAN (MUGLA),37.262,28.0898,2.8,8.8,01:57.1
301,3/7/2010 14:25,YATAGAN (MUGLA),37.237,28.1627,2.7,9.8,01:57.1
302,3/9/2010 17:58,YATAGAN (MUGLA),37.2038,28.1272,2.6,6.7,01:57.1
303,3/10/2010 11:50,YATAGAN (MUGLA),37.2432,28.116,2.7,5,01:57.1
304,3/10/2010 17:47,YATAGAN (MUGLA),37.2433,28.1747,2.7,5,01:57.1
305,3/11/2010 17:44,YATAGAN (MUGLA),37.2273,28.1537,2.6,5,01:57.1
306,3/11/2010 17:46,YATAGAN (MUGLA),37.2618,28.1823,2.7,5,01:57.1
307,3/12/2010 10:32,YATAGAN (MUGLA),37.2928,28.1708,2.9,5,01:57.1
308,3/12/2010 11:51,YATAGAN (MUGLA),37.228,28.1353,2.8,2.4,01:57.1
309,3/13/2010 14:39,TURGUT-YATAGAN (MUGLA),37.3537,28.061,2.7,24.3,01:57.1
310,3/13/2010 18:20,YATAGAN (MUGLA),37.2872,28.2158,2.7,6.7,01:57.1
311,3/14/2010 16:56,YATAGAN (MUGLA),37.239,28.1665,2.6,5.7,01:57.1
312,3/15/2010 14:29,YATAGAN (MUGLA),37.3003,28.265,2.9,10.7,01:57.1
313,3/15/2010 18:14,YATAGAN (MUGLA),37.2917,28.2262,2.5,2.2,01:57.1
314,3/16/2010 17:31,YATAGAN (MUGLA),37.234,28.1735,2.5,18.4,01:57.1
315,3/16/2010 18:52,YATAGAN (MUGLA),37.2773,28.1938,2.8,6.8,01:57.1
316,3/18/2010 11:46,YATAGAN (MUGLA),37.3122,28.2555,2.8,5,01:57.1
317,3/18/2010 17:54,YATAGAN (MUGLA),37.2775,28.1898,2.8,5.3,01:57.1
318,3/19/2010 9:18,YATAGAN (MUGLA),37.2267,28.1552,2.7,8.1,01:57.1
319,3/19/2010 10:52,YATAGAN (MUGLA),37.2515,28.2048,2.8,5.9,01:57.1
320,3/20/2010 10:03,YATAGAN (MUGLA),37.2553,28.1815,2.5,5,01:57.1
321,3/20/2010 12:25,YATAGAN (MUGLA),37.2338,28.1463,2.7,5,01:57.1
322,3/20/2010 15:40,YATAGAN (MUGLA),37.4442,28.179,2.5,29.3,01:57.1
323,3/20/2010 17:55,YATAGAN (MUGLA),37.2505,28.1845,2.7,5,01:57.1
324,3/21/2010 16:13,YATAGAN (MUGLA),37.2733,28.2363,2.6,5,01:57.1
325,3/21/2010 17:47,YATAGAN (MUGLA),37.2705,28.2203,2.7,4.7,01:57.1
326,3/22/2010 17:08,YATAGAN (MUGLA),37.2472,28.1567,2.6,9.5,01:57.1
327,3/24/2010 16:20,YATAGAN (MUGLA),37.2822,28.1763,2.6,4.6,01:57.1
328,3/25/2010 8:11,YATAGAN (MUGLA),37.2502,28.193,2.7,8.4,01:57.1
329,3/25/2010 8:42,YATAGAN (MUGLA),37.1798,28.0835,2.7,21.1,01:57.1
330,3/26/2010 9:21,YATAGAN (MUGLA),37.2508,28.1738,2.8,5,01:57.1
331,3/26/2010 15:41,YATAGAN (MUGLA),37.2528,28.1537,2.5,10,01:57.1
332,3/27/2010 11:41,YATAGAN (MUGLA),37.2402,28.1547,2.8,7.2,01:57.1
333,3/27/2010 14:40,YATAGAN (MUGLA),37.3382,28.2202,2.6,21.3,01:57.1
334,3/29/2010 10:52,YATAGAN (MUGLA),37.2688,28.1782,2.8,5,01:57.1
335,3/29/2010 17:52,YATAGAN (MUGLA),37.245,28.191,2.6,16,01:57.1
336,3/30/2010 11:02,YATAGAN (MUGLA),37.2432,28.1315,2.8,3.3,01:57.1
337,3/30/2010 11:44,YATAGAN (MUGLA),37.2693,28.1812,2.7,2.6,01:57.1
338,3/30/2010 17:42,YATAGAN (MUGLA),37.255,28.1972,2.7,6.3,01:57.1
339,3/31/2010 9:24,YATAGAN (MUGLA),37.2258,28.1473,2.7,5,01:57.1
340,3/31/2010 17:45,YATAGAN (MUGLA),37.3242,28.2455,2.8,7.4,01:57.1
341,3/31/2010 17:49,YATAGAN (MUGLA),37.2347,28.1918,2.5,5,01:57.1
342,4/1/2010 4:16,YATAGAN (MUGLA),37.21,28.053,3,5.5,01:57.2
343,4/1/2010 12:24,YATAGAN (MUGLA),37.2828,28.2373,2.6,8.5,01:57.2
344,4/2/2010 8:33,YATAGAN (MUGLA),37.2747,28.1978,2.6,5,01:57.2
345,4/3/2010 16:14,YATAGAN (MUGLA),37.2512,28.1967,2.6,5,01:57.2
346,4/4/2010 17:45,YATAGAN (MUGLA),37.2217,28.1337,2.6,5,01:57.2
347,4/5/2010 14:07,YATAGAN (MUGLA),37.262,28.2118,2.5,5.4,01:57.2
348,4/6/2010 17:42,YATAGAN (MUGLA),37.2285,28.1673,2.6,5,01:57.2
349,4/8/2010 17:44,YATAGAN (MUGLA),37.2613,28.2203,2.4,5,01:57.2
350,4/12/2010 15:31,YATAGAN (MUGLA),37.2907,28.2397,2.6,5,01:57.2
351,4/14/2010 10:37,YATAGAN (MUGLA),37.3427,28.188,2.4,7.1,01:57.2
352,4/14/2010 15:11,YATAGAN (MUGLA),37.2363,28.1555,2.6,5,01:57.2
353,4/15/2010 10:17,YATAGAN (MUGLA),37.2262,28.1833,2.6,6.5,01:57.2
354,4/18/2010 11:50,YATAGAN (MUGLA),37.2342,28.1772,2.7,4.4,01:57.2
355,4/19/2010 11:48,YATAGAN (MUGLA),37.25,28.216,2.5,5,01:57.2
356,4/19/2010 11:54,YATAGAN (MUGLA),37.2522,28.2085,2.6,5,01:57.2
357,4/19/2010 17:43,YATAGAN (MUGLA),37.2573,28.1703,2.6,5,01:57.2
358,4/20/2010 11:44,YATAGAN (MUGLA),37.2758,28.2405,2.8,5,01:57.2
359,4/21/2010 14:32,YATAGAN (MUGLA),37.2585,28.2145,2.5,14.9,01:57.2
360,4/24/2010 17:50,YATAGAN (MUGLA),37.2635,28.195,2.6,9.4,01:57.2
361,4/25/2010 10:42,YATAGAN (MUGLA),37.2588,28.1978,2.7,5,01:57.2
362,4/25/2010 15:08,YATAGAN (MUGLA),37.2957,28.2092,2.7,5,01:57.2
363,4/25/2010 17:43,YATAGAN (MUGLA),37.2512,28.1422,2.7,5,01:57.2
364,5/1/2010 15:25,YATAGAN (MUGLA),37.435,28.1485,2.6,5,01:57.3
365,5/1/2010 15:45,YATAGAN (MUGLA),37.2568,28.208,2.6,2.9,01:57.3
366,5/3/2010 16:00,YATAGAN (MUGLA),37.2237,28.1765,2.6,9.8,01:57.3
367,5/4/2010 8:18,YATAGAN (MUGLA),37.2445,28.1893,2.6,5,01:57.3
368,5/5/2010 17:27,YATAGAN (MUGLA),37.214,28.146,2.6,10.2,01:57.3
369,5/6/2010 17:25,YATAGAN (MUGLA),37.291,28.228,2.7,6.2,01:57.3
370,5/8/2010 10:34,YATAGAN (MUGLA),37.2188,28.1583,2.7,5.2,01:57.3
371,5/8/2010 11:12,YATAGAN (MUGLA),37.2288,28.1518,2.5,5,01:57.3
372,5/8/2010 15:43,TURGUT-YATAGAN (MUGLA),37.3198,27.9152,2.6,28.5,01:57.3
373,5/8/2010 17:43,YATAGAN (MUGLA),37.2035,28.084,2.7,5.4,01:57.3
374,5/9/2010 8:24,YATAGAN (MUGLA),37.2415,28.1738,2.6,4.9,01:57.3
375,5/9/2010 11:01,YATAGAN (MUGLA),37.2208,28.1678,2.6,10.3,01:57.3
376,5/11/2010 11:44,YATAGAN (MUGLA),37.2855,28.2045,2.5,5,01:57.3
377,5/11/2010 15:52,YATAGAN (MUGLA),37.3082,28.1752,2.7,5,01:57.3
378,5/11/2010 17:47,YATAGAN (MUGLA),37.2567,28.2098,2.6,7.6,01:57.3
379,5/12/2010 10:41,YATAGAN (MUGLA),37.2417,28.1855,2.6,7,01:57.3
380,5/12/2010 12:08,YATAGAN (MUGLA),37.2545,28.217,2.6,5.4,01:57.3
381,5/12/2010 17:53,YATAGAN (MUGLA),37.2457,28.2085,2.5,7.9,01:57.3
382,5/13/2010 11:44,YATAGAN (MUGLA),37.3178,28.2387,2.8,5.5,01:57.3
383,5/13/2010 15:25,YATAGAN (MUGLA),37.2327,28.1642,2.8,7.7,01:57.3
384,5/13/2010 17:43,YATAGAN (MUGLA),37.3358,28.2458,2.5,5.6,01:57.3
385,5/14/2010 9:40,YATAGAN (MUGLA),37.2577,28.2135,2.3,5,01:57.3
386,5/14/2010 10:28,YATAGAN (MUGLA),37.2553,28.2243,2.5,5,01:57.3
387,5/18/2010 12:19,YATAGAN (MUGLA),37.3162,28.2263,2.6,17.9,01:57.3
388,5/18/2010 14:08,YATAGAN (MUGLA),37.23,28.1275,2.5,10,01:57.3
389,5/19/2010 17:33,YATAGAN (MUGLA),37.2747,28.1728,2.5,5,01:57.3
390,5/20/2010 9:11,YATAGAN (MUGLA),37.2348,28.1945,2.4,17.1,01:57.3
391,5/20/2010 10:40,YATAGAN (MUGLA),37.243,28.1977,2.7,6.2,01:57.3
392,5/20/2010 17:42,YATAGAN (MUGLA),37.247,28.2015,2.5,26.6,01:57.3
393,5/23/2010 9:57,YATAGAN (MUGLA),37.27,28.2352,2.7,7.2,01:57.3
394,5/23/2010 10:10,YATAGAN (MUGLA),37.2595,28.2012,2.7,2.3,01:57.3
395,5/23/2010 11:49,YATAGAN (MUGLA),37.3702,28.1718,2.6,10.7,01:57.3
396,5/23/2010 16:49,YATAGAN (MUGLA),37.2435,28.1858,2.6,9.2,01:57.3
397,5/24/2010 8:47,YATAGAN (MUGLA),37.2012,28.0973,2.6,12.6,01:57.3
398,5/24/2010 11:12,YATAGAN (MUGLA),37.2577,28.1947,2.7,5,01:57.3
399,5/25/2010 17:44,YATAGAN (MUGLA),37.2232,28.1718,2.7,2.7,01:57.3
400,5/26/2010 9:34,YATAGAN (MUGLA),37.2507,28.1918,2.7,6.8,01:57.3
401,5/26/2010 11:53,YATAGAN (MUGLA),37.2425,28.1925,2.5,7.1,01:57.3
402,5/26/2010 16:08,YATAGAN (MUGLA),37.2633,28.2012,2.6,7.5,01:57.3
403,5/29/2010 11:43,YATAGAN (MUGLA),37.2603,28.1742,2.6,5,01:57.3
404,5/30/2010 10:03,YATAGAN (MUGLA),37.2448,28.2073,2.8,12.4,01:57.3
405,5/30/2010 11:43,YATAGAN (MUGLA),37.2163,28.1323,2.6,4.5,01:57.3
406,6/1/2010 9:52,YATAGAN (MUGLA),37.3285,28.2438,2.6,2.6,01:57.4
407,6/3/2010 10:48,YATAGAN (MUGLA),37.2537,28.1947,2.7,5,01:57.4
408,6/3/2010 17:22,YATAGAN (MUGLA),37.2227,28.1702,2.5,4.7,01:57.4
409,6/4/2010 10:11,YATAGAN (MUGLA),37.2178,28.1593,2.8,6.9,01:57.4
410,6/4/2010 16:23,YATAGAN (MUGLA),37.2748,28.2298,2.7,5.4,01:57.4
411,6/5/2010 8:16,YATAGAN (MUGLA),37.2513,28.167,2.7,10.5,01:57.4
412,6/5/2010 17:56,TURGUT-YATAGAN (MUGLA),37.3175,28.0415,2.8,13.9,01:57.4
413,6/6/2010 9:41,YATAGAN (MUGLA),37.2658,28.1975,2.8,6.6,01:57.4
414,6/7/2010 10:29,YATAGAN (MUGLA),37.2497,28.1883,2.6,5.4,01:57.4
415,6/7/2010 15:46,YATAGAN (MUGLA),37.271,28.1532,2.6,5,01:57.4
416,6/7/2010 17:00,YATAGAN (MUGLA),37.306,28.1938,2.8,5,01:57.4
417,6/9/2010 11:48,YATAGAN (MUGLA),37.2585,28.1882,2.7,4.8,01:57.4
418,6/9/2010 15:13,YATAGAN (MUGLA),37.237,28.179,2.9,4.1,01:57.4
419,6/9/2010 17:51,YATAGAN (MUGLA),37.2358,28.1817,2.7,6.5,01:57.4
420,6/10/2010 17:46,YATAGAN (MUGLA),37.2422,28.2037,2.5,6.9,01:57.4
421,6/11/2010 12:45,YATAGAN (MUGLA),37.2422,28.139,2.8,5,01:57.4
422,6/11/2010 13:06,YATAGAN (MUGLA),37.251,28.1942,2.9,18.4,01:57.4
423,6/12/2010 11:41,YATAGAN (MUGLA),37.2938,28.2068,2.7,5,01:57.4
424,6/13/2010 11:45,YATAGAN (MUGLA),37.254,28.187,2.6,5,01:57.4
425,6/13/2010 15:31,YATAGAN (MUGLA),37.2818,28.2385,2.7,5,01:57.4
426,6/15/2010 8:35,YATAGAN (MUGLA),37.2492,28.1593,2.7,5,01:57.4
427,6/16/2010 9:55,YATAGAN (MUGLA),37.2522,28.1227,2.8,20,01:57.4
428,6/16/2010 11:57,YATAGAN (MUGLA),37.2357,28.1465,2.7,5,01:57.4
429,6/19/2010 9:49,YATAGAN (MUGLA),37.2647,28.215,2.7,5,01:57.4
430,6/19/2010 11:11,YATAGAN (MUGLA),37.2233,28.1262,2.8,7,01:57.4
431,6/20/2010 9:43,YATAGAN (MUGLA),37.2253,28.155,2.7,7.9,01:57.4
432,6/20/2010 17:40,YATAGAN (MUGLA),37.2448,28.2057,2.5,3.1,01:57.4
433,6/22/2010 16:31,YATAGAN (MUGLA),37.2502,28.193,2.7,6.3,01:57.4
434,6/24/2010 9:38,YATAGAN (MUGLA),37.2875,28.2507,2.7,5,01:57.4
435,6/26/2010 11:00,YATAGAN (MUGLA),37.2607,28.2253,2.7,2.7,01:57.4
436,6/27/2010 11:16,YATAGAN (MUGLA),37.2387,28.193,2.8,2.8,01:57.4
437,6/27/2010 17:44,YATAGAN (MUGLA),37.2437,28.1188,2.8,5,01:57.4
438,6/28/2010 9:30,YATAGAN (MUGLA),37.2428,28.2055,2.7,5,01:57.4
439,7/1/2010 10:28,YATAGAN (MUGLA),37.2547,28.1272,2.7,7.7,01:57.5
440,7/1/2010 14:34,YATAGAN (MUGLA),37.2265,28.1572,2.7,2.1,01:57.5
441,7/1/2010 17:47,YATAGAN (MUGLA),37.2872,28.198,2.6,7.4,01:57.5
442,7/2/2010 8:49,YATAGAN (MUGLA),37.2457,28.1378,2.6,5,01:57.5
443,7/3/2010 11:42,YATAGAN (MUGLA),37.2535,28.1712,2.4,7.7,01:57.5
444,7/5/2010 14:32,YATAGAN (MUGLA),37.229,28.1658,2.6,7.7,01:57.5
445,7/5/2010 16:16,YATAGAN (MUGLA),37.2458,28.2013,2.6,11.6,01:57.5
446,7/7/2010 10:08,YATAGAN (MUGLA),37.2218,28.1473,2.6,7.4,01:57.5
447,7/9/2010 8:13,YATAGAN (MUGLA),37.217,28.1045,2.7,5,01:57.5
448,7/9/2010 9:15,YATAGAN (MUGLA),37.3115,28.2213,2.6,5,01:57.5
449,7/11/2010 17:43,YATAGAN (MUGLA),37.2462,28.1833,2.6,2.6,01:57.5
450,7/16/2010 17:47,YATAGAN (MUGLA),37.2447,28.1872,2.7,11.9,01:57.5
451,7/17/2010 15:24,YATAGAN (MUGLA),37.3363,28.1425,2.6,22.9,01:57.5
452,7/18/2010 9:35,YATAGAN (MUGLA),37.2678,28.2153,2.7,5,01:57.5
453,7/18/2010 10:01,YATAGAN (MUGLA),37.2527,28.211,2.6,9.1,01:57.5
454,7/19/2010 9:40,YATAGAN (MUGLA),37.28,28.2128,2.5,5,01:57.5
455,7/20/2010 9:35,YATAGAN (MUGLA),37.2578,28.1942,2.7,5,01:57.5
456,7/21/2010 8:37,YATAGAN (MUGLA),37.2903,28.246,2.4,12.3,01:57.5
457,7/21/2010 13:55,YATAGAN (MUGLA),37.2907,28.2078,2.9,5,01:57.5
458,7/22/2010 11:56,YATAGAN (MUGLA),37.2492,28.1447,2.5,5,01:57.5
459,7/22/2010 16:07,YATAGAN (MUGLA),37.2337,28.134,2.5,12.7,01:57.5
460,7/28/2010 9:39,YATAGAN (MUGLA),37.2143,28.1472,2.8,14.6,01:57.5
461,7/29/2010 10:21,YATAGAN (MUGLA),37.2428,28.0312,2.9,5,01:57.5
462,7/29/2010 16:38,YATAGAN (MUGLA),37.3332,28.1982,2.8,11,01:57.5
463,7/30/2010 16:37,YATAGAN (MUGLA),37.3213,28.2448,2.4,5,01:57.5
464,7/31/2010 10:41,YATAGAN (MUGLA),37.261,28.2043,2.5,10.7,01:57.5
465,8/2/2010 15:56,YATAGAN (MUGLA),37.2905,28.244,2.5,5,01:57.6
466,8/2/2010 16:27,YATAGAN (MUGLA),37.2827,28.2155,2.4,5,01:57.6
467,8/3/2010 9:27,YATAGAN (MUGLA),37.227,28.153,2.6,3.7,01:57.6
468,8/3/2010 10:08,YATAGAN (MUGLA),37.2238,28.1503,2.7,13,01:57.6
469,8/4/2010 9:42,YATAGAN (MUGLA),37.2347,28.1753,2.6,3.4,01:57.6
470,8/7/2010 11:42,YATAGAN (MUGLA),37.2382,28.2062,2.8,5.8,01:57.6
471,8/7/2010 12:12,TURGUT-YATAGAN (MUGLA),37.4065,28.0748,2.4,18.3,01:57.6
472,8/9/2010 10:37,YATAGAN (MUGLA),37.2615,28.176,2.6,5,01:57.6
473,8/9/2010 11:45,YATAGAN (MUGLA),37.2777,28.2057,2.5,5,01:57.6
474,8/9/2010 17:51,YATAGAN (MUGLA),37.2753,28.2333,2.6,5,01:57.6
475,8/11/2010 10:27,YATAGAN (MUGLA),37.2625,28.188,2.4,2.1,01:57.6
476,8/11/2010 19:22,YATAGAN (MUGLA),37.2502,28.2123,2.5,2.6,01:57.6
477,8/12/2010 11:13,YATAGAN (MUGLA),37.2578,28.148,2.6,7.4,01:57.6
478,8/13/2010 12:33,YATAGAN (MUGLA),37.2762,28.1163,2.8,7.5,01:57.6
479,8/14/2010 16:56,YATAGAN (MUGLA),37.271,28.2208,2.6,5,01:57.6
480,8/15/2010 17:18,YATAGAN (MUGLA),37.2655,28.2332,2.5,2.2,01:57.6
481,8/16/2010 11:35,YATAGAN (MUGLA),37.2127,28.1428,2.4,3.2,01:57.6
482,8/17/2010 17:22,YATAGAN (MUGLA),37.2378,28.2068,2.7,5,01:57.6
483,8/17/2010 18:29,YATAGAN (MUGLA),37.2358,28.1815,2.6,5,01:57.6
484,8/18/2010 10:50,YATAGAN (MUGLA),37.3415,28.2518,2.9,5.4,01:57.6
485,8/20/2010 8:48,YATAGAN (MUGLA),37.2585,28.1947,2.5,5,01:57.6
486,8/20/2010 11:43,YATAGAN (MUGLA),37.2528,28.1915,2.7,5,01:57.6
487,8/21/2010 9:40,YATAGAN (MUGLA),37.2597,28.2105,2.6,10,01:57.6
488,8/21/2010 11:23,YATAGAN (MUGLA),37.2318,28.1558,2.6,5,01:57.6
489,8/21/2010 11:55,YATAGAN (MUGLA),37.2453,28.1772,2.6,5,01:57.6
490,8/21/2010 18:26,YATAGAN (MUGLA),37.2375,28.186,2.4,9.4,01:57.6
491,8/22/2010 10:30,YATAGAN (MUGLA),37.2612,28.2118,2.7,3.3,01:57.6
492,8/22/2010 12:44,YATAGAN (MUGLA),37.2198,28.1405,2.5,2.2,01:57.6
493,8/23/2010 12:54,YATAGAN (MUGLA),37.2552,28.2,2.7,5.4,01:57.6
494,8/24/2010 8:48,YATAGAN (MUGLA),37.2802,28.1952,2.7,6.9,01:57.6
495,8/24/2010 11:24,YATAGAN (MUGLA),37.3625,28.2518,2.7,13.3,01:57.6
496,8/25/2010 16:55,YATAGAN (MUGLA),37.2568,28.1982,2.5,6.7,01:57.6
497,8/28/2010 11:42,YATAGAN (MUGLA),37.2447,28.1627,2.6,7.6,01:57.6
498,8/29/2010 9:22,YATAGAN (MUGLA),37.2225,28.1767,2.7,2.8,01:57.6
499,8/29/2010 11:26,YATAGAN (MUGLA),37.2712,28.22,2.8,8.9,01:57.6
500,8/31/2010 10:45,YATAGAN (MUGLA),37.2242,28.142,2.7,5,01:57.6
501,9/2/2010 12:00,YATAGAN (MUGLA),37.2808,28.1732,2.5,5,01:57.7
502,9/3/2010 12:36,YATAGAN (MUGLA),37.2177,28.1647,2.4,5,01:57.7
503,9/4/2010 9:33,YATAGAN (MUGLA),37.2213,28.1638,2.8,2.4,01:57.7
504,9/4/2010 11:54,YATAGAN (MUGLA),37.2343,28.1858,2.5,5,01:57.7
505,9/4/2010 13:48,TURGUT-YATAGAN (MUGLA),37.4175,28.0313,2.5,21,01:57.7
506,9/4/2010 15:17,YATAGAN (MUGLA),37.2195,28.1698,2.4,5,01:57.7
507,9/5/2010 10:47,YATAGAN (MUGLA),37.2548,28.1847,2.9,6.6,01:57.7
508,9/5/2010 15:01,YATAGAN (MUGLA),37.2677,28.1978,2.6,5,01:57.7
509,9/5/2010 16:15,YATAGAN (MUGLA),37.2803,28.167,2.7,4.8,01:57.7
510,9/6/2010 11:50,YATAGAN (MUGLA),37.2393,28.1927,2.3,4.6,01:57.7
511,9/7/2010 9:18,YATAGAN (MUGLA),37.3102,28.2403,2.8,5.4,01:57.7
512,9/14/2010 8:14,YATAGAN (MUGLA),37.2467,28.197,2.6,16.5,01:57.7
513,9/16/2010 9:42,YATAGAN (MUGLA),37.2072,28.1043,2.8,4.8,01:57.7
514,9/16/2010 12:14,YATAGAN (MUGLA),37.247,28.2105,2.6,5,01:57.7
515,9/19/2010 11:11,YATAGAN (MUGLA),37.3353,28.2587,2.7,5,01:57.7
516,9/19/2010 17:47,YATAGAN (MUGLA),37.2378,28.2008,2.6,8.1,01:57.7
517,9/20/2010 17:48,YATAGAN (MUGLA),37.237,28.1623,2.7,5,01:57.7
518,9/22/2010 18:17,TURGUT-YATAGAN (MUGLA),37.3937,27.9902,2.5,27.2,01:57.7
519,9/23/2010 12:23,YATAGAN (MUGLA),37.2627,28.1733,2.7,5,01:57.7
520,9/25/2010 15:06,YATAGAN (MUGLA),37.2602,28.2037,2.7,7.9,01:57.7
521,9/28/2010 9:55,YATAGAN (MUGLA),37.259,28.2102,2.9,5,01:57.7
522,10/1/2010 10:21,YATAGAN (MUGLA),37.2522,28.1898,2.6,4.7,01:57.8
523,10/1/2010 17:57,YATAGAN (MUGLA),37.2273,28.1867,2.4,5,01:57.8
524,10/3/2010 15:42,YATAGAN (MUGLA),37.2597,28.2112,2.6,5,01:57.8
525,10/4/2010 9:45,YATAGAN (MUGLA),37.236,28.1755,2.5,5,01:57.8
526,10/4/2010 16:17,YATAGAN (MUGLA),37.267,28.2107,2.6,5,01:57.8
527,10/10/2010 14:27,YATAGAN (MUGLA),37.2478,28.1918,2.7,6.8,01:57.8
528,10/10/2010 17:54,YATAGAN (MUGLA),37.2622,28.1982,2.6,3.6,01:57.8
529,10/11/2010 16:54,YATAGAN (MUGLA),37.256,28.1905,2.5,11.7,01:57.8
530,10/13/2010 13:45,TURGUT-YATAGAN (MUGLA),37.424,28.041,2.3,18.2,01:57.8
531,10/17/2010 15:05,YATAGAN (MUGLA),37.2915,28.251,2.6,7.4,01:57.8
532,12/1/2010 15:46,TURGUT-YATAGAN (MUGLA),37.4212,28.0915,2.4,5,2/27/2023 15:01
533,1/6/2011 8:24,YATAGAN (MUGLA),37.344,28.2072,2.5,9,01:58.1
534,1/10/2011 12:43,TURGUT-YATAGAN (MUGLA),37.203,27.9897,2.2,14.7,01:58.1
535,1/15/2011 17:31,TURGUT-YATAGAN (MUGLA),37.4203,28.0605,2.5,8.4,01:58.1
536,1/22/2011 13:59,TURGUT-YATAGAN (MUGLA),37.4268,28.0537,2.4,10.5,01:58.1
537,3/27/2011 13:54,BAHCEYAKA-YATAGAN (MUGLA)                         İlksel,37.2505,28.1847,2.6,10.7,01:58.3
538,3/27/2011 10:17,BAHCEYAKA-YATAGAN (MUGLA)                         İlksel,37.2568,28.1765,2.4,5,01:58.3
539,3/21/2011 13:41,YAYLA-YATAGAN (MUGLA)                             İlksel,37.291,28.0273,2.3,7.5,01:58.3
540,3/21/2011 13:39,CAZKIRLAR-YATAGAN (MUGLA)                         İlksel,37.2452,28.0622,2.6,29.2,01:58.3
541,3/21/2011 13:37,BENCIK-YATAGAN (MUGLA)                            İlksel,37.2592,28.0292,2.6,7.1,01:58.3
542,3/19/2011 13:18,SAHINLER-YATAGAN (MUGLA)                          İlksel,37.3345,28.0662,2.9,12.2,01:58.3
543,3/19/2011 13:15,YESILBAGCILAR-YATAGAN (MUGLA)                     İlksel,37.3415,28.026,2.9,8.9,01:58.3
544,3/14/2011 13:07,YESILBAGCILAR-YATAGAN (MUGLA)                     İlksel,37.359,28.0663,2.8,26.1,01:58.3
545,3/14/2011 13:06,ESKIHISAR-YATAGAN (MUGLA)                         İlksel,37.3253,28.0188,2.7,24.6,01:58.3
546,3/14/2011 13:03,YESILBAGCILAR-YATAGAN (MUGLA)                     İlksel,37.362,28.045,2.5,26.2,01:58.3
547,3/7/2011 12:54,ESKIHISAR-YATAGAN (MUGLA)                         İlksel,37.3278,28.0192,2.7,16,01:58.3
548,3/7/2011 12:51,BENCIK-YATAGAN (MUGLA)                            İlksel,37.263,28.0245,2.7,20.2,01:58.3
549,3/5/2011 13:47,DOGAN-YATAGAN (MUGLA)                             İlksel,37.3418,28.1968,2.6,7.4,01:58.3
550,4/1/2011 11:58,YATAGAN (MUGLA)                                   ,37.2962,28.1943,2.6,2,01:58.4
551,4/6/2011 11:52,YATAGAN (MUGLA)                                   ,37.2183,28.1428,2.3,5,01:58.4
552,4/11/2011 12:17,TURGUT-YATAGAN (MUGLA)                            ,37.3255,28.0372,2.6,8.3,01:58.4
553,4/11/2011 12:23,YATAGAN (MUGLA)                                   ,37.3205,28.2148,2.4,28,01:58.4
554,4/12/2011 11:21,TURGUT-YATAGAN (MUGLA)                            ,37.2208,27.9793,2.6,5,01:58.4
555,4/15/2011 14:21,YATAGAN (MUGLA)                                   ,37.2073,28.1427,2.5,5.4,01:58.4
556,4/21/2011 11:52,YATAGAN (MUGLA)                                   ,37.2545,28.2213,2.4,7.3,01:58.4
557,4/25/2011 11:31,YATAGAN (MUGLA)                                   ,37.3533,28.214,2.3,5,01:58.4
558,4/26/2011 11:50,YATAGAN (MUGLA)                                   ,37.2195,28.1533,2.5,5,01:58.4
